"subject","item","reading_time","ambiguity","group","gap_filling","ambiguity_G","group_G","gap_filling_G"
"Non-Native 7",29,8430,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",26,7128,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",19,7641,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",17,17165,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",28,13200,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",14,8070,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",23,5899,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",20,9621,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",16,3864,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",24,8316,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",21,8830,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",25,8893,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",28,14404,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",19,10913,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",18,10887,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",22,17465,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",15,4516,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",27,6360,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",16,8655,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",13,4717,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 8",30,7444,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",17,8866,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",15,3923,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",23,6938,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",30,4005,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",24,7444,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",26,6179,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",29,9602,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",27,5337,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",20,5099,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",18,5211,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",21,7973,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 9",14,7479,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",13,9190,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",29,15108,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",25,6859,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",22,12122,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",19,13065,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",28,9473,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",17,11557,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",23,16973,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",26,20909,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",16,11816,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",20,14821,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 10",14,8057,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",27,12516,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",19,5625,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",25,9538,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",30,15833,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",16,7409,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",22,3810,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",21,11164,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",28,13710,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",24,9526,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",13,6370,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",15,6460,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 11",18,5442,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",24,8072,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",23,8443,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",20,10790,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",27,10496,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",17,15510,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",26,6824,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",14,9402,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",15,12658,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",29,4032,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",30,10349,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",18,14173,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 12",21,9994,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",28,10626,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",23,4882,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",17,2637,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",29,2973,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",14,2555,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",20,3119,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",26,2382,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",22,3592,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",25,4921,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",13,3013,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",19,4081,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 13",16,3155,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",15,3043,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",30,11295,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",24,11394,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",18,11130,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",16,14190,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",21,16476,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",27,12752,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",22,7846,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",25,5378,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",28,7481,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",19,15263,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 14",13,8365,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",30,10937,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",15,10619,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",27,16221,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",23,7863,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",26,7085,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",24,9963,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",20,13234,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",29,6312,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",17,8687,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",18,7076,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",14,10459,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 15",21,6239,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",13,4606,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",28,7215,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",14,4872,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",26,9482,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",20,5796,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",16,3412,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",23,14207,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",22,6860,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",25,6302,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",19,7335,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",17,10179,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 16",29,4540,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",18,5075,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",24,5754,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",19,5421,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",28,4801,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",25,4699,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",30,4621,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",13,4488,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",27,6073,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",16,4549,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",21,7596,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",15,5003,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 17",22,6575,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",18,6141,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",14,3992,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",26,4330,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",20,4208,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",17,9090,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",21,4033,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",29,5211,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",30,9549,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",27,4642,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",24,7011,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",15,4135,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 18",23,3598,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",29,10383,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",16,12312,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",17,15998,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",28,8319,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",23,13512,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",22,13878,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",13,13494,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",19,3147,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",20,9707,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",25,9738,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",26,4284,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 19",14,4215,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",15,4801,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",27,8504,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",16,2812,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",21,12553,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",19,3951,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",22,4255,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",24,2171,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",13,3670,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",30,7573,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",28,3086,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",18,3807,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 20",25,5691,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",27,8756,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",23,4894,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",26,6554,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",24,3589,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",17,6190,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",30,8017,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",14,7958,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",18,4820,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",15,4273,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",20,6069,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",29,5820,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 21",21,6043,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",26,11772,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",19,14252,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",13,5725,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",17,7925,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",25,19483,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",23,4822,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",14,5927,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",22,13351,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",29,4992,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",28,8162,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",16,4849,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 22",20,5241,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",19,7750,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",15,5578,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",30,15322,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",27,18716,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",22,8393,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",28,6532,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",21,5406,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",18,4777,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",24,7959,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",16,4141,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",25,5550,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 23",13,9812,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",26,5731,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",27,8897,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",20,7881,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",21,10297,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",18,11949,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",29,11657,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",15,7253,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",24,6429,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",14,13765,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",30,7726,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",17,6156,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 24",23,10145,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",20,5086,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",22,12118,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",17,3500,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",29,6381,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",28,4918,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",26,4508,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",16,4383,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",19,5092,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",25,4566,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",14,4191,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",23,3708,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 25",13,4681,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",18,12117,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",16,7457,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",15,7207,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",27,7278,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",24,4582,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",25,5360,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",30,4678,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",13,4426,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",21,4769,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",28,3761,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",19,5786,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 26",22,5511,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",30,12557,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",15,6264,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",14,5381,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",26,3713,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",23,8261,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",27,4149,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",24,7188,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",20,7267,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",21,7278,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",29,5817,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",17,4704,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 27",18,4089,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 28",14,5326,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 28",29,8103,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 28",20,8145,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 28",17,252,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 28",16,12393,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 28",23,9865,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
